book_id,user_id,review_text,ratings,review_date,source,author,book_name
B001HQHCBQ,A38TOYQ47VQYI2,i love jr wards books this story was completely awsome zsadist is by for my favorite in the series,5,2009-02-01,Amazon,Unknown,Unknown
B002VWLLQM,A5XULDKMLM9EZ,This was my first with this author I thoroughly enjoyed itI have to say the concept of dragon elves and djinn being at war is new to me Theres usually a truce in place That elves and djinn team up to eliminate dragon mates in an attempt to wipe out the dragon race was refreshing to read Story wise I meanScarlet is a pop star She has been in hiding for 7 yearsJanos is a dragon He is also an elderScarlet is his mate Janos must protect her till he can impregnate her Once that is accomplished he can change her thus giving her a way to protect herselfThe story was too short Only 90 pages Still a lot was told in such a short space Looking forward to continuing the saga in the next book,4,2014-05-04,Amazon,Unknown,Unknown
B002HJV434,A1QXF3XUYSPCRR,This was my first Anya Bast book and I really liked it I have looked at some of her other reads but her books seems a little too far fetched for me but to each his own What makes this book so different from other menage stories is that the author took the time to really develop her characters The men got to know their woman They did not claim her and wisk her off and screw like bunnies 247 They took the time to woo her they loved her respected her and they honored her I also loved the fact that it was quite ways into the book before they actually had sex This was a great read and one I would highly recommend I would have loved more action and intrigue but for the most part I loved it I hope this books becomes a series Great job Ms Bast,4,2010-03-26,Amazon,Unknown,Unknown
B00164WE1W,A388AC8UPUGOUB,I love reading mini novels and you cant go wrong when its by Jane Porter Yet another great read by this amazingly talented author I fell in love with Estrella She is not only beautiful but she is strong compassionate and determined Carlo is the man you want to hate but instead end up wishing he was yours I enjoyed this book from beginning to end Not only did the characters personalities draw you in but the storyline makes you want to reach out and help those that are less fortunate I highly recommend this mini novel Its a perfect marriage of love hate romance and philanthropy,5,2012-12-26,Amazon,Unknown,Unknown
B001R4GN6I,AJ9TXRRBR27D4,This book was extremely incredible to read and it had so much heated passion to describe in every Steele relationship Im glad that the brothers and cousin found passionate love at last,5,2013-12-29,Amazon,Unknown,Unknown
B002HE1IBW,A4MZC09QBUDKL,Whats the difference between a guy and a man Willingness to take a risk on a relationship with a woman Of course hes hot shes hot and the physical attraction is explosive and enjoyable That will earn 3 stars in this genre What earned the 4th star is the quality of the characterization and the interaction between the various characters in the bookThe book is a quick short read Just the right palate pleaser when you want a bit of romance and sex but dont want to commit,4,2010-05-19,Amazon,Unknown,Unknown
B001BRD238,AF1D3SZPJNWR6,Gave up about half way through Too much repetition too much that didnt make sense and was hard to follow,2,2013-03-22,Amazon,Unknown,Unknown
B0049H96KK,A36AHBK2LIZRNG,I dont know what I was expecting but this was not it in any way form or fashion This book was not exciting at all and I think I ordered the wrong book by accident,1,2013-08-16,Amazon,Unknown,Unknown
B003DZ1EU4,A23MNCYQZMFHQV,I love to read Simon woods books This one is morbid and makes the reader and victims skin crawl There is not much guessing here Just outright gruesome,2,2011-09-22,Amazon,Unknown,Unknown
B003QHZ5JU,A3A7FF87LEVCQ1,This short story is very confusingI have no issue with unreliable narrators but it is difficult to tell what is happening in this story because the writing is too poor for readers to be able to draw any conclusions Virtually everybody in the story has difficulty relating to others Conversations begin and then trail off without any important information being related The author doesnt prevent any normal interactions for us to be able to judge if the characters are the ones who have difficult understanding normal human interactions or if the problem actually is with him I had assumed that a main character was mentally unbalanced and waiting for that to develop throughout the story However when the story ended apparently he had become normal making a very unfulfilling conclusion Why set up a weird situation for a short story with all this foreshadowing and then leave it unexplored and unexplained The only way the author can advance the story is to tell us in simple sentences what type of people the characters are things like He was a nice person He liked people He didnt know why that was just the way he was Were never shown anything through the action of the story People are just put in situations have weird trailingoff conversations and then were subjected to basic statements about the type of people that they areThe environment isnt very realistic either Because of some odd wording I thought at first that maybe the story was set in another country but then a character mentions being from Michigan which is the only sense of place we got in the story We know were not in Michigan and were in a city Dont hope for anything more specific Its a place where a independent office supply story is still in business and can afford to pay ten dollars an hour for part time help but is it in modern times Dont hope for anything specific because it wont be happeningThe characters seem not to know things that we would know For example a character was in the war and has returned home and worked another type of job Later old bruises on his face are thought by other characters to be from the war However human healing doesnt work that way and all humans should be aware of that Bruises even old ones have to be relatively recent and not from old traumaThe experience of reading this story is kind of like if another species was writing about humans and their interactions We know we dont act that way but to a elephant these interactions might make senseThe proofreading is better than some earlier reviews stated Im going to guess issues were corrected but still not a professional job,1,2011-06-27,Amazon,Unknown,Unknown
B002DR45P4,A9XRB71GIX26M,I found this book to be a very enjoyable read After the first chapter it really takes off and keeps you entertained until the end I enjoyed it so much that I immediately purchased the next two books in the series,5,2010-09-07,Amazon,Unknown,Unknown
B0015YEQ6Y,A1L4ESL77LJBH6,Amy Parker is going to Hawaii the week before Christmas on business She has had to give up sex and relationships to focus on her career Justin Garrett is her traveling companion and associate at the law firm If they didnt work together shed definitely do him On the plane she boldly masturbates in the seat next to him while hes supposedly napping but he hears everything and it makes him hard Before they left for this trip he accidentally found a racy email to her friend on her laptop and he knows she wants him and he knows her deepest darkest desires He plans to do something about it in HawaiiThey meet with their client Mitch Magruder who Justin apprenticed with before going to his current job Mitch and Justin share a friendly camaraderie and Justin knows he can count on Mitch to help fulfill Amys fantasy Between the two of them they work to get Amy to relax and unwind But can Justin get her to relax enough to give him her heartIn Unwrapped Jaci Burton paints a vivid picture of the two men coaxing Amy into letting herself go and letting them both seduce her Readers will enjoy a moltenhot meacutenage scene and the exquisite feeling of finally being intimate with someone youve fantasized about for years As with all of Ms Burtons books this is power packed with emotion and sensuality I love her style and how she creates believable intelligent characters Unwrapped sucks you in from page one and keeps you riveted to the very end Very highly recommended5 Kisses 2 Peppers mfm meacutenage anal sexLindyReviewer TwoLips Reviews LLC,5,2008-06-27,Amazon,Unknown,Unknown
B002GEDF1E,A320TMDV6KCFU,Its Jodis birthday and the last place she wants to be is stuck working When her bossboyfriend insists this is the only night this job can be completed she has little choice Jodi and her boss may be mattress dancing but they both decided early on this would be a nostrings attached relationship Lately Jodi has been having second thoughts a relationship with Mark sounds really good Things are about to get interesting as Jodi gets busted breaking and entering by a sinfully sexy manMark Rodriguez is about to merge his security company with his old buddy Sam He has a favor to ask of Sam first Mark would like Sam to join him in fulfilling Jodis meacutenage fantasy as a birthday surprise However Mark starts to have second thoughts when he sees Jodi and Sam together Perhaps Mark wants more from Jodi than nostrings as wellPrivate Property is a spicy erotic novella A meacutenage is quite the birthday surprise for Jodi Mark Jodi and Sam heat things up in this lusty novel I like how Mark is immediately reconsidering not only his idea for the meacutenage but the relationship There is nothing like seeing your woman getting it on with another man to make you realize how serious you are about her Private Property will leave you thinking that breaking and entering might not be such a bad thingMirandaFor Joyfully Reviewed,5,2011-11-27,Amazon,Unknown,Unknown
B001TOCGNU,A12Q4IYZ0HOB0E,Interesting for the historic value not really a story rather an accounting of the events Interesting biographical information in the 1st person,3,2014-01-01,Amazon,Unknown,Unknown
B0035N1V7K,AZB17DVFTF12R,This book was very detailed and interesting I felt at times the characters were doing too much It was very eroticbut I got bored in some places I was tired for Savannah Get this book especially if it is free Good Read,3,2012-11-09,Amazon,Unknown,Unknown
B002BY77OA,A3HWAHHH7ZQ4SB,This is the 3rd book and my second time through its still a good exciting and loving story about sharing and making sacrifices for those you love Were that life was so easy,5,2013-10-21,Amazon,Unknown,Unknown
B004K1EULU,A1YPLFK7EIEVUX,No not my type I love ghost stories but did not enjoy this book However someone else may enjoy it I never let other peoples opinion put me off from trying a book that looks interesting As I said this is just not MY kind of story,1,2013-07-21,Amazon,Unknown,Unknown
B002R5B0WI,A36AAHFYQONP2Q,I cant believe this was listed as a romance I read romance novels because Im looking for something uplifting This book was dark depressing I didnt find the story or the writing to be bad Just depressing Sex was very high overview and it didnt go into any depth on the developement of the characters relationshipSpoiler Alert If you like a happy ending forget this It was said in other reviews but I guess not strongly enough for me to truly understand Hopefully I can say this plainly enough that others with the same expectations as me dont waste their time The hero dies a brutal death saving the heroine The book continues for several chapters showing how the remaining characters pick up their lives go on It ends with the heroine sitting on a porch contemplating her life wondering what lies ahead for her now that the man she loves is goneI did almost cry at the end but in anger that I had wasted my free time reading this book,1,2011-09-12,Amazon,Unknown,Unknown
B002A4MIEA,AU2K540EIQ0G2,I read this book twice to make sure I was as happy with it as I thought I knew is was a short book when I bought it and actually felt bad when I finsihed it The story line was great and the charcters were well thought out I did however wish is was longer so there was less of a rush to get the book finished,4,2013-05-30,Amazon,Unknown,Unknown
B002D48NBO,AWDMZP5ZUN9RC,Now this is an AWESOMEE thriller You will be hitched from the beginning and dragged along for the roller coaster ride all the way to the end This book has great twists and turns and I fell inlove with the main character and his 34girlfriend34 I highly recommend,5,2013-11-06,Amazon,Unknown,Unknown
B002NOGE4M,A1SM2XXFLG2NBM,This was just an ok story I thought the characters were a little shallow and the pull that brought them together was way too fast and the booked moved from sexy to the end in a blink of what felt like a chapter was more than that but you get my point Maybe it was that most of story had taken place in literally one place and it felt like there really was no room for growth to where the story ended It was however very well written in terms format so I would give another book by this Author a read,4,2014-04-30,Amazon,Unknown,Unknown
B0023W5ZQC,A1OSRIQQ9VLM51,Great twist turning and mystery plot Unable to stop reading until the very end Definitely a must read for mystery and suspense readers Definitely recommend,4,2013-10-24,Amazon,Unknown,Unknown
B002G1ZY4S,A1FWM3FIBKJ22H,I think this series was the first of this type of stories I can see James Bond being based on Bulldog Drummond,5,2013-06-29,Amazon,Unknown,Unknown
B0033Y94NY,A3OM080XWOHNUH,This book is wrong on so many levels and although I dont usually type spoilers I will for this oneHope is the daughter of one of the scientists at the lab Wolfe is held at Although he marks her he refuses to mate her because of her age The labs burn down and Wolfe is believed dead for years Hope is alone and unable to move on with another man because of the bondHopes evil mother apparently knows Wolfe survived because she has been sending him photos of Hope with other men Fake of course Wolfe appears out of nowhere captures Hope and punishes her by teasing her with sex and not allowing orgasms Due to the mating heat she is apparently writhing in pain while he continues to try getting the answers he seeksIf you find nothing wrong with the above it gets worseFirst time for her and he sticks it in her assWhen he finally out of no where does a 180 and decides she is innocent he doesnt want to to relieve her because he might be to rough and his animal is at the surface WhatOf course she begs they have their orgasms and all is forgiven Theres some joking And then her mother shows up for a quick falling sandbags of all things take downThis is a joke the writing is just not even good sex with some attempts at a story thrown in,1,2012-11-29,Amazon,Unknown,Unknown
B003DKJS66,A3A7FF87LEVCQ1,These stories arent written badly but they struck me as emotionally off or tone deaf Fiction about abuse whether physical or emotional can take us places that are difficult places that are unfamiliar or maybe sadly familiar But in each story I found myself thinking that people wouldnt act that way or think that way things were a little too pat a little too rushed Language was a bit careless observations were a little bit offIts hard to specify exactly what seemed off about these stories but it was almost as if I was reading a collection of stories written by somebody who hadnt had much more exposure to fatherchild dynamics than watching a Lifetime movie marathon,2,2011-12-14,Amazon,Unknown,Unknown
B001V5JDLU,A2TZ0KGY62RPW5,This is another of those lighthearted novels that are so hard to put down Henry Wright is a delightful character who gets in and then out of some tight spots,5,2013-11-26,Amazon,Unknown,Unknown
B001CMQ6JY,A2SVNG5F2X5ACM,I have never read this author but I thoroughly enjoyed this story and would gladly read anotherThe disfigured Heros fear pain and pride were wonderfully described and I felt myself wanting to reach out and gently touch his scars to reassure him at exactly the same times Aidan touched Warwick Dont get me wrong Warwick was a brutally strong hot male characterbut we were so privy to his thoughts within this story that we began to get those protective feelings Aidan acquired We saw the extremely handsome man Warwick really wasThe passion and romace are well mixed with so much strengh and wit from both characters that sometimes youre not sure who the real Hero should be in this storyFor everyone who likes the strongtake matters into her own hands Heroinesthis is definately the book for you She is a one WOMAN rescue squad that is the perfect match for our mysterious masked hired guard Warwick The sex between them is hot and wicked as wellenjoy,5,2010-02-06,Amazon,Unknown,Unknown
B001UFP4UU,A1N1YEMTI9DJ86,This book is a deserving winner of the prestigious Giller prize in 2008 Ive been wanting to read it for some time but wanted to read Boydens first book Three Day Road first As good as that book was this one is even better But it was good to read Three Day Road first as it is a precursor to this one and helped me understand the characters a bit more Like Three Day Road this book is so difficult to read in some ways because you keep waiting for the terrible cataclysmic thing to happen And even though you know its going to happen it doesnt make it any less terrible when it does This book is also similar to Three Day Road as it told from the viewpoints of two different people Both Will and his young niece Annie have terrible stories to tell and each heals through the sharing of them I highly recommend this book but I would suggest that you read Three Day Road first You will feel richer from the experience of enjoying superlative story telling Both books will take you up and out of your everyday life and into a magical world that seems so very real while you are there reading about it,5,2010-10-24,Amazon,Unknown,Unknown
B001VLXME8,A28MKMR2Q9JZNF,The Amazons Curse built on relationships and events that developed in The Vampires Bride by Showalter The book can stand alone but is so much better if you know the back story My rating would have been different if I hadnt already connected with the characters while reading the previous bookThe Vampires Bride focuses on Layel king of the vampires and Delilah an Amazon warrior However we are introduced to many other characters including Zane Nola I was happy to find out how their story endedI would not suggest using this book alone as an introduction to Showalters writing Youll be missing out,4,2012-08-02,Amazon,Unknown,Unknown
B0030H26FC,ANJ50VGRMBLC3,I am not a fan of the Bound Hearts seriesso perhaps I am not the best to review this book I did try two of thembut since I am a reader of romantic booksthese didnt do it for me I dont see much romance in 34sharing34,1,2013-10-22,Amazon,Unknown,Unknown
B001BRD238,A3AB3Z5R69HWLS,I cant stop reading this series i love the characters Jacob and especially Victor their relationship as well as the plot Theres always a good bit of mystery going on and some adventure and we get to know more about Victors past and his voice as usual is something to look forward to,5,2013-03-27,Amazon,Unknown,Unknown
B000NJL7Y6,A12QUSJF8RQ0TN,I loved this series Seeing the stories of the all the family members together is very convenient It is the best,5,2014-05-26,Amazon,Unknown,Unknown
B003YUCBTG,A1XRJX0H4DP37E,I like dragons and this was a free download so I gave it a try Aside from needing editing or at least some proofreading to clear up the clunky storytelling I found myself disappointed The story starts slow works up unevenly to a burst of action only to end not with a conclusion but with an outoftheblue jump into the premise of the Dragonseer Saga series That was halfway through the download the other half turned out to be a preview of the first fulllength Dragoneers book Even knowing that it was a prequel even knowing that it was a novella Id hoped for a more complete selfcontained tale not what amounted to an overlong Prologue I didnt bother with the preview if this novella is an accurate indicator of the authors style and sense of story I already know the Dragonseer Saga wont be on my reading list anytime soon,2,2011-11-20,Amazon,Unknown,Unknown
B001CN45IC,ASVY5XSYJ1XOE,The first book in The Watchers series is an intriguing and fascinating vampire worldAfter escaping years of abuse as the prisoner of a brutal drug lord Robyn Andrews boards the first bus out of town and heads for Louisville Kentucky where a chance encounter with a stranger changes her life for the better Watchers have one mission in life to hunt and eliminate Rogue vampires and Trigg just wants to be left alone and do his job But he can8217t seem to harden his heart against the petite woman who looks so lost standing in the rain He knows that that a future for them is impossible she8217s human he8217s a vampire but she8217s someone special But the past is catching up and it has a way of changing destiniesThis steady to fast paced plot keeps the reader engaged from beginning to end with well written scenes vivid images and great compelling characters The author does such a fantastic job of giving these characters life that the reader can8217t help but become enamored and want to know more As the reader gets caught up in the lives of Trigg and Robyn they are swept along with the Watchers missions as they battle the rogues and get their adrenalin pumpingThe attraction between Trigg and Robyn is such a sweet passion that burns super hot at the same time The author conveys that chemistry and their relationship with such intensity that it captures the imagination The reader can8217t help but feel for these two characters Robyn8217s such a strong and sweet person that has been through hell and Trigg is this tough vampire that has such tender feelings for this lost waif how can the reader not fall in love with them Even the sex scenes are contradictory in the fact that he is so sweet and tender but carries away by hot steamy lust that it takes the reader8217s breath awayI can8217t wait to read the next book in this wonderful and entertaining vampire world Vane Rosa and Rayne have definitely caught my attention and I want to know more about them as well as the Watchers,4,2014-01-16,Amazon,Unknown,Unknown
B002HJV44S,A1EITOVR4K2EKG,Mexican Heat Crimes and Cocktailsshrug Good but predictable Ive read and liked both Laura Baumbach and Josh Lanyon This just isnt one of my favorites,3,2011-09-26,Amazon,Unknown,Unknown
B00305CY38,AHG6EUNV0C34U,This book was a complete waste of what 2 Not to mention the time I spent trying to read it Too bad the story line had some potential but what a bunch of poorly written drivel And the redundancy of the speech in the book WOW The book it written from so many points of view its hard to tell whos speaking when Dont get me wrong I know its a romance novel but cmon It looks like Im the only one who thought this book was so horrible and I wont apologize for warning you away This book is only for the HORRIBLY sappy sugary kind of reading I think I actually gained 5 lbs and a couple of cavities from reading what I did get through,1,2012-11-14,Amazon,Unknown,Unknown
B001GIPJ2Y,A2FJ5N5ZQ0YKJE,I wrote a downer of a review yesterdaythen realized that I hadnt read the entire book Silly meThis is a very good cookbook with clear directions and quite a bit of good help that isnt in the basic Kindle Users Guide I know Ill have more fun with this new best friend of mine after I finish the cookbook and start trying all the things listed that one can do Just the thought of being able to access my Gmail while going down the road in our RV makes my mouth water Add to that the ease of reading with larger typewell this Western Reader is one happy gal Thanks David for all your hard work,5,2009-04-17,Amazon,Unknown,Unknown
B002AJ7X2C,A3JWV2T9M1EG3H,Dont know why I downloadedI got the first couple of chapters read deleted it Im not in to Psycho stuff,1,2013-08-09,Amazon,Unknown,Unknown
B001CN45KU,A1OGPR0AKZ4K7D,JT Summers was in trouble He lusted after his friends little sister and he was not happy about it at all He was supposed to be her protector but who would save Nikki Durant from him He knew that she wanted him just like she knew he was equally affected When Nikki got herself arrested just to be near him and JT resisted her once again she pulled out all stops and went to her friend Jasmine for helpWhen JT arrived at Sweetwater Ranch to take Jasmine up on the swim she invited him for he was horrified to find Nikki sunbathing in the nude He knew at that moment he had been had After a very erotic encounter JT couldnt get Nikki out of his mind When she showed up at his office during a rainstorm and started stripping in his office he knew he was in deep There was no way he could resist her and he didnt even try It wasnt until after their first encounter that he realized he had taken her virginity and he had all but called her an easy whoreJT didnt know if they even had a name for how badly he had screwed up Nikki had saved herself for him and he had treated her horribly He had tried to see her but Jasmine Seth and Zane had prevented him from getting anywhere near her He knew he was late in figuring it out but he was in love with her and was going to win her backAnother winner by MB I like Nikki She is brash sassy and goes after what she wants at full steam No half way with her JT was fighting himself He loves Nikki but is overwhelmed with obligation and promises made to her brother JT promised to protect her in her brothers absence but was loving her instead Great read,5,2008-08-02,Amazon,Unknown,Unknown
B002TG4OSC,A3GOXDE4PPCBIS,Good Book easy to read Ms Lennox writes good stories If you need a love story on a rainy or beach day this is it,4,2013-09-19,Amazon,Unknown,Unknown
