user_id,book_id,ratings
276929,226604960,8
276929,22660861003,6
276929,2266102621,10
276929,2266104535,2
276929,2266105698,8
276929,2702424131,8
276929,2742724028,5
276929,2742724613,6
276929,2743602295,5
276929,2842611462,3
276929,2869304129,7
276929,2869304560,5
276929,2869305583,6
276934,1566190096,10
276936,3492224768,6
276936,3596122279,5
276936,3596147700,3
276939,0713628944,6
276939,1853260665,7
276939,2070414256,7
276939,2070419657,7
276939,2253063339,9
276939,2253137243,9
276939,2253144452,9
276939,2253152072,9
276939,226612269X,9
276939,2702400612,7
276939,2702401694,9
276939,2878580753,10
276939,8423310353,8
276949,349202436X,8
276953,0140182551,8
276953,0446310786,10
276953,0886776783,7
276954,3419528078,8
276954,3423118709,10
276954,3453034120,10
276954,3772420176,7
276954,3806852456,8
276957,0312966970,6
276959,680ISBN359623,6
276964,0312169817,6
276964,0345348672,10
276964,0345354621,10
276964,0345435036,10
276964,0385264356,10
276964,0425104273,9
276964,0440218667,5
276964,0440220602,9
276964,0515131520,6
276964,0684867621,8
276964,0812550153,5
276964,0812550307,10
276964,0843949163,8
276964,0886773741,7
276964,0886774802,8
276964,0886774829,8
276964,0886775426,9
276964,0886775957,10
276964,0886777178,7
276965,9722900684,9
276984,0590259970,9
276984,0590260251,9
276984,0590426702,10
276984,0590436422,9
276984,0590436449,9
276984,0590436465,9
276984,0590436481,9
276984,059043649X,9
276984,0590442589,10
276984,0590442996,10
276984,0590448234,9
276984,0590448595,9
276984,0590456504,9
276984,0590470485,9
276986,0060930187,10
276986,0375760911,10
276986,0689817851,10
276986,0874869870,10
276988,0061081450,7
276988,0061083259,7
276988,0061087017,7
276988,0061094404,8
276988,0671793489,8
276990,880701601X,7
276990,8817134899,9
276992,0099268345,7
276994,3100970616,10
276994,3257062354,8
276994,3423128879,4
276994,3423202327,6
276994,342677609X,5
276994,3442727073,9
276994,3453132041,4
276994,3478387507,2
276994,3492045170,7
276994,3492230814,6
276994,3545202461,9
276994,3548359698,6
276994,3550075359,6
276994,3596154766,2
276994,3596214629,8
276998,0618045996,8
276998,3822858617,7
277002,0864425589,6
277007,8817860751,7
277009,0452282101,9
277010,3257060580,10
277012,0553581112,9
277012,0805047379,5
277012,0892964456,10
277018,0373250223,7
277018,0451097009,7
277018,0451179994,8
277023,0553140779,6
277028,0425182150,10
277031,1883473004,8
277032,0061007129,8
277036,0812511816,9
277036,0880381736,9
277036,0880381744,10
277042,0312283709,8
277042,0446605484,7
277042,0446611212,8
277042,0451207955,7
277042,0609804138,9
277042,074343627X,8
277042,0971880107,2
277048,3426615355,7
277051,0075536498,8
277051,0099287692,6
277051,0099845008,5
277051,0330262130,10
277051,0385720920,10
277051,0553262505,7
277051,3442430496,9
277051,3442446325,8
277051,3453171500,7
277051,3464371506,3
277052,9513098648,8
277053,0590108395,6
277056,3442451353,7
277058,8425330866,5
277058,8481301213,6
277065,0816704627,4
277072,1573229571,9
277074,9782922145441,5
277079,3499263998,4
277085,0434009407,8
277085,1841193887,8
277087,457871971,8
277087,840149768X,10
277087,8401499917,5
277087,8420600369,7
277087,8420603066,9
277087,8423918335,6
277087,8426105084,9
277087,8426429807,10
277087,843223138X,8
277087,8437608570,6
277087,8440630921,9
277087,8440630922,9
277087,8470394126,5
277087,8471662531,7
277087,8472230082,5
277087,8474541913,8
277087,8478091351,10
277090,3426193310,5
277094,0064404773,10
277096,0064407667,7
277107,006054094X,8
277107,0375706038,10
277107,081297106X,10
277107,0843951826,5
277107,1400032628,8
277107,1585861553,4
277109,0385334141,5
277109,0425191184,5
277109,0751503894,5
277116,3548208975,8
277124,0425189864,9
277124,0440236053,9
277124,0440241073,9
277124,0553586122,5
277128,0099935708,6
277128,0140118608,8
277129,3518408127,7
277134,1586609726,6
277135,0865472807,8
277139,0312960344,8
277143,031286504X,10
277143,0345342968,9
277143,0767903382,8
277157,0312331754,7
277157,0312979517,5
277157,0316154059,5
277157,0345450175,6
277157,0345452550,7
277157,0375727981,5
277157,0385305389,4
277157,0394543289,5
277157,0399135804,7
277157,0399141340,8
277157,0399146466,6
277157,0399146504,7
277157,0399146687,7
277157,0399147101,7
277157,0399147624,5
277157,0399148337,6
277157,0399148639,6
277157,0399148728,8
277157,0399150811,5
277157,0399151451,7
277157,039915177X,7
277157,0425183181,5
277157,0671024094,7
277157,0679450408,6
277157,0684801663,6
277157,0684846608,5
277157,074320607X,7
277157,0743407377,6
277157,0743486226,7
277157,0804109990,6
277157,0812571118,5
277159,0969691319,10
277165,8475251471,7
277168,0671032658,4
277168,0812568710,5
277168,0843921609,6
277170,0553211056,9
277170,0553285920,9
277171,0020259700,7
277171,0385422598,9
277171,0449213730,8
277171,0449224449,8
277171,0451173139,7
277171,0486282406,10
277171,0553580930,9
277171,0804102511,9
277171,080410946X,8
277179,0440414806,10
277179,0679767800,7
277186,0006543545,7
277186,0141011947,6
277186,0340734043,8
277186,0340770015,5
277186,0349105227,7
277186,0571152236,4
277187,0679745203,9
277188,0140254188,8
277188,0525945636,4
277189,074341232X,8
277195,0060391626,10
277195,0330332775,10
277195,0440174953,9
277195,055326611X,10
277195,0553347756,10
277195,0553379615,10
277195,0670869902,10
277195,0671021001,10
277195,0671647458,10
277195,1573221856,10
277196,0449209733,10
277196,0553271644,7
277197,0316969680,8
277197,0375703861,7
277197,0440225442,8
277197,0743229878,6
277203,030700645X,8
277203,0307127923,8
277203,0307302016,8
277203,0307302636,8
277203,0307987655,8
277203,0316563242,8
277203,039480001X,9
277203,0394800028,9
277203,0394800184,9
277203,039480029X,8
277203,039480967X,8
277203,0394925696,8
277203,0439083702,8
277203,0439213592,8
277203,0439242363,6
277203,0439449316,9
277203,0590386522,8
277203,0590402218,9
277203,0590404342,8
277203,0590442619,9
277203,0590442791,9
277203,0590442805,9
277203,0590442899,9
277203,059044297X,9
277203,059046602X,8
277203,0590466577,7
277203,0590629719,10
277203,0590921622,9
277203,0590965492,8
277203,0689845405,7
277203,0689847564,8
277203,0717283194,8
277203,0717283208,8
277203,0717283275,8
277203,0717283364,8
277203,0717283372,8
277203,0717284832,8
277203,0717284972,8
277203,0717287017,8
277203,0717287106,8
277203,0721452728,7
277203,0736401113,8
277203,0761406158,8
277203,0769600239,7
277203,0785316477,7
277203,0785316493,7
277203,0785316531,7
277203,087701759X,10
277203,0895777010,7
277203,1561452718,9
277203,1562826468,9
277203,2764104936,9
277205,0671664964,7
277212,044023722X,8
277220,0671015648,7
277221,0749397365,9
277228,0061044636,6
277228,0884948706,8
277229,0312282990,7
277230,0060613998,6
277230,037541309X,7
277230,0826308791,5
277231,0722539924,7
277232,0970961502,10
277235,014029628X,6
277235,0375703861,10
277235,0425188175,7
277237,038550926X,7
277240,0440772109,3
277242,0812514440,5
277243,0449005909,8
277244,055347782X,8
277244,0670637823,10
277244,1585671312,8
277246,0452282152,10
277249,8804483156,5
277253,0380807343,9
277256,0397314728,9
277257,0345422384,8
277261,0440241073,7
277262,0395760704,5
277265,0615116426,10
277269,1555037763,6
277271,0618134298,8
277272,0375708049,7
277272,9722000322,8
277272,9722320742,5
277272,9722326414,7
277272,972232957,8
277272,972232957X,8
277272,9722906259,5
277272,9722906283,7
277272,9725752228,5
277272,9726101794,4
277272,9726106141,5
277274,1887128441,8
277281,0062501860,9
277284,0553581929,7
277285,0806523794,9
277291,0671738232,10
277292,1551668726,8
277293,0380721643,4
277305,O6712345670,7
277314,0446360716,6
277315,0060173289,8
277315,0060976845,5
277317,1561840564,9
277334,0006530400,6
277339,44901668125,7
277341,084230052X,9
277343,3257204817,8
277348,0446363073,7
277351,3596200547,5
277351,3716020028,5
277351,3717581546,7
277351,3803120624,6
277353,0739417096,8
277358,0679781587,10
277359,071009505506,8
277359,1591820537,4
277363,0060393823,1
277363,0156027321,8
277363,0929264215,5
277364,0061011509,5
277364,0553576801,5
277367,0312276885,10
277369,8806164104,3
277371,0007137699,6
277374,0671521705,7
277378,0140058605,6
277378,0192827588,8
277378,0312195516,7
277378,0446608955,4
277378,0670892963,7
277378,0671646575,6
277378,0804114986,5
277378,0812507452,4
277378,0812515560,5
277378,0812515595,4
277379,3453156366,6
277380,1558509828,5
277384,0957868251,8
277389,2253141860,4
277392,859009751X,7
277397,0399140751,8
277399,000254794,9
277400,87812797,8
277400,887983830,7
277400,8880894536,6
277400,8880897470,4
277402,051511605X,6
277424,0060170166,8
277427,002542730X,10
277427,003008685X,8
277427,0060006641,10
277427,0060542128,7
277427,0061009059,9
277427,0062507109,8
277427,0132220598,8
277427,0140283374,6
277427,014039026X,8
277427,0140390715,7
277427,0141439742,8
277427,0152050167,10
277427,0201000822,10
277427,0310435706,10
277427,0312944691,8
277427,0316776963,8
277427,033031582,8
277427,0345413903,10
277427,0375408886,9
277427,0375751513,9
277427,0380702843,8
277427,0380791978,9
277427,038081904X,9
277427,0385424736,9
277427,0385486804,9
277427,0385503857,9
277427,0385504209,8
277427,039304016X,8
277427,0394738136,7
277427,0394862147,7
277427,0399149562,7
277427,0399225064,10
277427,0399501487,9
277427,0425047962,8
277427,0425104338,9
277427,0425116840,8
277427,0425133516,9
277427,0425190749,7
277427,0440185327,5
277427,0440224764,7
277427,0440236061,8
277427,0440236738,9
277427,0440428130,8
277427,0441627404,10
277427,0446311677,5
277427,0446325503,8
277427,0446350982,9
277427,0446522384,8
277427,0446600415,10
277427,0446608890,10
277427,0446676640,8
277427,0451180739,8
277427,0451191153,8
277427,0451203593,10
277427,0452284449,6
277427,0471018732,10
277427,0517573636,9
277427,0523485964,8
277427,0552137030,8
277427,0553078925,8
277427,0553280368,9
277427,0553351672,10
277427,0553571656,10
277427,0553573926,10
277427,0553574566,9
277427,0553581929,9
277427,0670307254,8
277427,0671014420,5
277427,0671037692,8
277427,0671528904,8
277427,067172021X,8
277427,0671727079,9
277427,0671740504,8
277427,0671749897,8
277427,0671876821,8
277427,0679417648,10
277427,0679419853,10
277427,0679731148,9
277427,0679736042,5
277427,0684869098,8
277427,0715388185,8
277427,0718002067,8
277427,0736903054,8
277427,0740723367,9
277427,0743406176,8
277427,0743412028,9
277427,0743422082,9
277427,0743444477,9
277427,0743457943,8
277427,0767903382,10
277427,0785243038,7
277427,0786866845,10
277427,0800757483,8
277427,0802425488,9
277427,0803653719,8
277427,0805018956,10
277427,0810909650,5
277427,0811802981,10
277427,0811811409,10
277427,0812504798,8
277427,0812531353,8
277427,0836210263,10
277427,0836213076,10
277427,0836217691,10
277427,0836218515,10
277427,0836218817,10
277427,0836221192,10
277427,0836221311,8
277427,0836236688,10
277427,084233338X,10
277427,0842370668,10
277427,0843947888,7
277427,0849995892,10
277427,0871890917,10
277427,087605534X,8
277427,0877790426,10
277427,087784870X,10
277427,0887621112,6
277427,0890814082,10
277427,0890876517,10
277427,0890876967,6
277427,0897330536,8
277427,0898155843,9
277427,0898157803,10
277427,0898793912,9
277427,0898794080,7
277427,0898794544,8
277427,0898796601,5
277427,089879661X,5
277427,0898797055,5
277427,0912452161,5
277427,0932592007,8
277427,0964420805,7
277427,0965035214,9
277427,0967201519,7
277427,1400060265,10
277427,1559586893,10
277427,1562923668,10
277427,1564403963,9
277427,1565075722,10
277427,1568380593,10
277427,156865037X,7
277427,1572302399,10
277427,1572304510,10
277427,1576733343,10
277427,1576739597,7
277427,1581690606,7
277427,1852303468,7
277427,1930285000,8
277427,8251800811,7
277432,0373765541,8
277433,009977920X,5
277433,0864425767,7
277435,031215125X,8
277436,0590629786,10
277436,0590629794,10
277436,0590629808,10
277436,0590629816,10
277439,0312242026,5
277439,0316666343,7
277439,0345444892,5
277439,0345452550,5
277439,0399149821,7
277439,051509272X,5
277439,0553579134,7
277439,0671027360,7
277444,0849908647,9
277457,3150087201,8
277457,3442729785,7
277462,0312195516,10
277466,0380718340,7
277466,0440226414,7
277466,0553292722,8
277466,0553571885,8
277466,0684855518,9
277469,0446609749,7
277469,0553572997,9
277470,0330312367,5
277471,3423101776,8
277471,3596200261,10
277473,0785264280,8
277474,014038572X,5
277478,006008216X,6
277478,0140318720,8
277478,0140620257,8
277478,014200281X,6
277478,0304359416,7
277478,0312113420,7
277478,0312979533,7
277478,0340565276,8
277478,0340745983,8
277478,0345330129,8
277478,038067470X,7
277478,0399128158,9
277478,0440213320,7
277478,0449907635,5
277478,0451162218,8
277478,0451459393,8
277478,0517119250,7
277478,0552142379,8
277478,0552149209,8
277478,0582528232,8
277478,0670808393,6
277478,0671020560,7
277478,0752524593,10
277478,0752853694,10
277478,0789477831,6
277478,0789477858,6
277478,0810945797,10
277478,0810946122,9
277478,0831759267,10
277478,0882668099,7
277478,0907849741,5
277478,1558745718,8
277478,1740595904,7
277478,1903919134,7
277478,1903919142,7
277478,2723426890,6
277478,382289642X,7
277478,8493127817,9
277478,9041001557,8
277478,9057121379,5
277478,9068340344,7
277478,9070415011,7
277479,1588515893,9
277486,0812520165,8
277489,8432221783,7
277502,0385482388,9
277506,0553148001,10
277508,0446609781,8
277509,0192823523,8
277509,0385492103,8
277509,1400030382,9
277509,2221090810,10
277509,9724115380,9
277509,9727474799,9
277514,345302611X,10
277514,3453042476,7
277514,3473306991,10
277516,0358159521888,7
277517,0452282152,8
277517,0525946241,9
277517,0553272586,10
277517,0767904311,9
277519,0895261901,10
277523,0312289723,10
277523,0316603570,10
277523,0316693200,10
277523,0345452577,10
277523,0345452593,10
277523,0385336322,10
277523,0385336357,10
277523,0385508042,10
277523,0385510438,10
277523,039915180X,10
277523,0399151877,10
277523,0440241537,10
277523,0446530891,10
277523,0446613843,10
277523,0515133302,10
277523,0517162768,10
277523,055308576X,10
277523,0553801589,10
277523,0553803409,10
277523,0671886665,10
277523,0684835983,10
277523,0739442309,10
277523,0743206045,10
277523,0785275967,7
277523,1558744150,10
277526,0340657987,8
277527,0316777722,10
277527,0374516812,10
277527,0375707166,9
277527,0679439382,7
277527,0679723161,8
277527,0688178456,8
277527,0805048782,7
277529,0064400557,8
277532,1550544683,7
277533,0452268060,7
277533,0679734775,6
277535,0316601950,9
277535,034543739X,7
277538,0911913009,10
277544,0553587196,8
277544,0743482077,6
277547,3404149114,3
277548,0970172605,10
277554,0345392825,9
277554,0345435168,3
277554,0452268060,5
277554,0553211803,7
277556,0345318587,10
277559,1582790671,7
277562,0140043519,9
277562,0140274286,6
277562,0571212018,5
277562,0751310158,5
277562,0751360007,5
277562,0863189113,5
277562,0879052473,8
277562,0934802904,5
277562,1858286018,9
277563,0061053775,5
277563,0312971400,6
277563,0312986769,7
277563,0312995431,9
277563,044667883X,5
277563,0525937021,7
277565,0006551238,5
277565,0007651864,6
277565,0099675404,10
277565,0385305893,5
277565,0590558021,8
277565,0671741403,5
277565,0803701225,8
277568,0553583956,5
277574,1885403003,10
277575,0142004235,5
277575,0446301582,9
277575,0446608262,9
277585,0091879434,8
277585,0091894158,8
277585,056353821,7
277585,0715309404,8
277586,0312202318,2
277588,8401463017,8
277588,8401499585,8
277588,8408039369,6
277588,8478884661,7
277589,0425125467,8
277589,0553263226,9
277589,0671026704,7
277589,0812579402,9
277590,0340769181,7
277598,0375707972,8
277601,0312421273,3
277601,0679771476,7
277605,8755900623,6
277605,8787498782,7
277605,8807701375,5
277610,0688150772,8
277619,0618002219,8
277622,0671025368,10
277623,002542730X,5
277623,0028604199,9
277623,0140340203,9
277623,0312167792,7
277623,0312290659,9
277623,0786890436,4
277623,1400031346,8
277623,1400031354,8
277623,1588720756,6
277627,3423124199,10
277627,3423125756,10
277629,0312857322,7
277629,0374184232,4
277629,0380005166,7
277629,0380018179,8
277629,0385472943,8
277629,0399132414,9
277629,0425116840,6
277629,0440241073,8
277629,0671000306,7
277629,0671000314,8
277629,0671026682,7
277629,0671795740,9
277633,0553245694,7
277638,0552994421,7
277638,0552994928,6
277639,030702024X,8
277639,0307605701,9
277639,0345335058,6
277639,0345346777,8
277639,034539657X,8
277639,0380001799,7
277639,0380707837,6
277639,0380731851,6
277639,0425071014,6
277639,0425107507,9
277639,0425142485,7
277639,0425147363,8
277639,042516098X,5
277639,0440211727,8
277639,0440214041,9
277639,0440430712,7
277639,0446794031,8
277639,0448027011,8
277639,0449200256,8
277639,044921852X,7
277639,0451085108,9
277639,0451162145,8
277639,0553235354,8
277639,0553297260,8
277639,0553579754,7
277639,0590088203,7
277639,0671416367,7
277639,0671823035,7
277639,0812543262,8
277639,082173766X,6
277641,0375406328,7
277641,0452277337,8
277646,0451210980,9
277647,067976397X,8
277648,0679745580,8
277650,0451622898,10
277651,0743225406,8
277651,0771060548,10
277657,1882943155,10
277660,2070360016,7
277660,2253006629,8
277662,051510566X,5
277662,052594544X,4
277662,0743206061,4
277662,0764222171,3
277662,087542127X,5
277662,0886777011,9
277665,3453007867,9
277680,2070541886,6
277680,2253054615,3
277680,225309031X,5
277681,0747546290,7
277681,2070381803,8
277681,2070425525,7
277681,2253016950,5
277681,2253057649,4
277681,2266000489,7
277681,229031465X,7
277682,0060096209,7
277687,3423128178,6
277688,432530757,6
277691,0446607657,9
277696,0449208281,9
277697,0395680905,10
277698,0316769487,6
277698,0425171396,8
277700,0399145850,9
277710,0061015725,4
277710,0312983395,5
277710,0425192032,9
277710,0446611638,5
277710,0446613843,6
277710,0451208765,10
277710,0451210840,5
277710,0451210867,5
277710,0451210875,8
277710,0553582763,6
277711,0140058494,7
277711,0140512276,5
277711,0330344927,8
277711,0449911160,6
277711,0553282980,5
277711,0671755056,10
277711,0812967224,7
277711,1573227889,10
277711,1853752797,5
277711,3499100045,10
277711,3821805897,6
277711,3937793003,8
277712,8817106100,9
277714,089296751X,10
277720,1551663058,5
277722,0061031070,7
277722,0449005615,10
277722,0553381520,8
277722,0804114986,8
277727,345308201X,7
277727,3453171861,10
277727,3453198875,10
277728,0451167783,7
277737,0440217520,8
277737,074324523,8
277737,0743469984,8
277737,743411447,8
277740,185326086X,10
277743,0446310786,9
277744,0061031550,8
277744,0312421273,7
277744,0316117064,8
277744,0345339681,3
277744,0345377443,8
277744,0375760245,7
277744,0385491328,8
277744,0440235162,5
277744,0452279844,5
277744,0553213997,5
277744,0553298240,7
277744,0609806564,8
277744,0679416498,10
277744,0871137240,5
277744,0880482605,7
277744,0887307876,9
277744,0929634063,10
277744,1551660717,8
277744,1585360384,6
277746,0553576194,8
277746,0843950366,9
277748,881715010X,6
277752,0316666343,7
277752,0679734775,8
277756,0385484518,7
277759,0553211404,7
277761,0385502532,8
277764,0399501487,9
277765,0553272535,8
277767,3423125659,7
277774,0451524462,7
277776,0345339681,7
277778,0061097314,8
277782,0425173739,7
277783,0380778556,8
277784,0440802911,8
277788,0440407524,8
277794,0440967694,8
277795,0064406601,5
277797,0440228441,8
277798,0385484518,8
277800,0590684841,7
277801,0380750260,7
277802,0553210793,6
277803,0142001740,8
277807,0345443284,5
277808,0553272535,9
277817,0425173755,10
277820,0689843186,8
277823,0140345353,8
277824,0141310073,9
277825,0060931396,10
277827,0380778556,9
277828,0380778556,8
277830,0140118993,10
277833,0809015803,10
277835,014032724X,10
277844,0140345353,8
277856,8496200752,5
277856,9723706148,5
277856,9728608225,5
277856,9728609187,5
277862,8845913104,8
277872,1410749029,10
277873,0395977894,10
277873,042518336X,5
277873,0553575538,6
277873,0679781587,10
277873,0767903579,7
277877,0425126064,5
277879,0373152604,5
277879,0380710056,6
277879,0450586235,6
277879,0451204492,7
277879,0505522004,7
277879,0671759361,8
277879,0743438035,7
277879,0843943289,7
277879,088396631,7
277879,1557734569,7
277879,3350071300,8
277884,0380789019,7
277898,1558744606,8
277901,0064440044,10
277901,0140239820,7
277901,0330484338,8
277901,0446672211,7
277901,0446675059,7
277901,0452282152,8
277901,0525446044,7
277901,0525458417,5
277901,0671876295,5
277901,0679427430,8
277901,0803717377,6
277901,0894716174,9
277901,089480751X,6
277901,0962756245,9
277903,0440226430,8
277904,006019491X,7
277909,0896592413,8
277911,0399138250,10
277913,0452284937,4
277915,0452269571,8
277915,0671510053,7
277918,0766607216,7
277919,0451206460,9
277921,0394868161,9
277921,0394909674,8
277921,0439104645,9
277922,0345384377,7
277922,0440225701,6
277922,0446609943,7
277922,0451171071,10
277922,0553580191,9
277922,0553582917,10
277923,0061093947,10
277923,0226848639,10
277923,0385492081,9
277923,0446754552,10
277923,0684173182,10
277923,091988802X,9
277928,0374266441,9
277928,0374524653,8
277928,0375410287,8
277928,0380978210,4
277928,0385301499,8
277928,0394572068,7
277928,0449908186,10
277928,0553057014,7
277928,0670843105,10
277928,0679751602,10
277928,0679764925,8
277928,0679770151,10
277928,0767915062,9
277928,0804105820,9
277928,0812928318,10
277928,0892963883,6
277928,0937247065,7
277928,0937247502,7
277928,1573220310,10
277929,0373292341,9
277929,0373440421,6
277929,0380757311,8
277929,0380782782,9
277929,0425191001,9
277929,0440217628,9
277929,0446302538,8
277929,0449209148,5
277929,0451198948,8
277929,0451404645,7
277929,0451408373,8
277929,0451408659,8
277929,0505523035,10
277929,0515129968,9
277929,0553561537,9
277929,0804117586,6
277929,0821724479,8
277929,0821742167,8
277929,0843932430,7
277929,1551665522,8
277934,0590461249,7
277937,0060934417,9
277937,0316168815,7
277937,0316785261,6
277937,0345468694,6
277937,0452283205,7
277937,0452283868,6
277937,0684848406,6
277937,0743225325,6
277937,0743237188,7
277938,0380723573,10
277938,0446672211,9
277938,0451184734,8
277938,0743437802,9
277941,0006531156,7
277945,0312974256,6
277945,0312980353,8
277945,0312983301,6
277945,0375759689,7
277945,0380785218,2
277945,0446610550,7
277945,0451203771,8
277945,0451210611,7
277945,0515121843,7
277945,051512317X,7
277945,0515124214,7
277945,0515134384,7
277945,0515136263,7
277945,0515136379,7
277945,0515136530,7
277945,0515137111,8
277946,080505801X,7
277947,1865156035,7
277947,1869433637,5
277953,0803251246,8
277954,0140096922,9
277954,0375507876,9
277954,0500976147,10
277954,0500976236,10
277954,0970559100,5
277954,3822800740,10
277954,8085794551,4
277958,0142001740,9
277959,0156027321,8
277959,0446529788,6
277959,0553802542,7
277959,0688179088,8
277959,0743204697,10
277959,0767905385,6
277959,1551668904,7
277962,0028638670,5
277962,0771590113,9
277964,0307101711,10
277965,0062701649,8
277965,0312312873,7
277965,0316789089,5
277965,0374190666,10
277965,0385484518,10
277965,0395900239,8
277965,0399141464,8
277965,0399145087,7
277965,0446392251,9
277965,0446526126,8
277965,044840124X,8
277965,0486285537,9
277965,0517705869,8
277965,0525462325,6
277965,0671240862,10
277965,0679457526,9
277965,0679781587,9
277965,0684808943,8
277965,0684874350,10
277965,0688151981,9
277965,0743204735,9
277965,0761107363,10
277965,0785263950,10
277965,0786866845,9
277965,0786867434,6
277965,0786881852,7
277965,0895261901,10
277965,0937921556,8
277965,096665370X,8
277965,1888387408,5
277969,0446527785,8
277975,0440216818,9
277978,0896083535,7
277982,0312964919,7
277982,0425147711,10
277982,0446401064,8
